"고객번호","이용금액14_1","이용금액14_2","이용금액14_3","이용금액14_4","이용금액15_1","이용금액15_2","이용금액15_3","이용금액15_4","고객구분"
"13190",1489492,1859382,2206114,1296095,1612994,1580992,2307181,1751370,"0"
"13191",3224713,1657059,1743620,2871131,759713,2833251,16052657,1063155,"1"
"13192",368326,624775,728628,808539,1280305,920693,1427404,1808035,"0"
"13194",159185,743357,350823,483901,688644,427135,1061553,805871,"0"
"13195",1856766,1398387,1524290,606169,849653,747492,1439941,869177,"1"
"13196",1673335,1488587,1439428,1686303,2132811,2588665,2175880,1959370,"0"
"13197",5084132,2308976,4308028,1091128,1293258,2211720,2255284,2081319,"1"
"13198",974005,980034,1008997,731524,1079905,842808,971788,678102,"1"
"13199",2370278,2279186,1683616,603425,823529,866392,1364620,671335,"1"
"13200",2444442,3272010,1981863,2583101,2293537,2221846,1838085,1214491,"1"
"13201",2940345,2594355,4040549,1544270,2158644,3051209,2089189,2015335,"0"
"13202",825124,1447956,1762280,1602351,1434971,1587187,1817117,1023965,"0"
"13203",6979591,6857744,3411328,3812808,5871932,3695268,8573891,4508454,"1"
"13204",3247881,3503352,2412632,2198056,2471251,2299475,2783162,1859398,"1"
"13205",1590617,1381058,2636752,1727078,2250592,1544084,2351650,1786371,"1"
"13206",1630740,1474863,1682602,1614219,1387582,1158675,1059398,440499,"1"
"13207",766646,425682,687941,992840,782861,622310,845197,435141,"1"
"13208",1893347,1163392,1297247,1613859,1341727,1666421,1923518,2276970,"1"
"13209",4009973,3664512,3596901,3263007,8189796,3626664,3572034,2252170,"1"
"13210",947528,1120674,2265136,1406307,2009043,2236125,2693152,2223553,"0"
"13211",8682591,8683656,6775512,6488397,10183296,8952428,10365032,8454666,"0"
"13212",1137172,1233002,1356663,1826256,2013692,1498452,2149132,1863243,"0"
"13213",2794806,2664397,2180655,1883344,3075257,2142862,2181289,1709930,"1"
"13214",1177083,1249938,2566477,1646168,3150133,1361262,2469391,1134518,"0"
"13215",1170666,1608001,1346396,1077322,1115584,1412811,1162794,1336543,"0"
"13216",332922,2654619,1813873,1430887,2002735,1653295,1483678,2770863,"0"
"13217",2922271,1203702,1135228,1029032,1482176,1387569,1785940,1289487,"1"
"13218",1831476,656056,1191251,441624,767765,1159312,2710572,1586619,"1"
"13219",1103708,1664399,1858377,1452956,1865485,1903062,2025429,1474141,"0"
"13220",2569222,2282955,1498381,1138309,1317041,1431083,1726291,848321,"1"
"13221",1462123,1148295,1778819,1469849,1275283,1442041,1277345,1363375,"1"
"13222",1894862,1768289,985646,2207888,2362468,2386242,2531995,1061709,"0"
"13223",1600838,1382823,1252682,2535737,1205921,1610478,2424326,1450475,"0"
"13224",1414055,1382925,1362436,1450534,1518957,1420989,1466957,1229546,"0"
"13225",2890064,1987102,2683261,1652730,2629310,3521940,2682072,2416997,"0"
"13226",2514438,2431401,2352153,2010197,1707398,2618426,3421343,1276044,"0"
"13227",1739315,1469007,1977309,1785521,1206179,1515779,1715063,1577003,"1"
"13228",1059435,1113582,1263622,1952375,1699418,1611132,2936904,1737713,"0"
"13229",1499585,2313864,2497100,1810423,2418585,1992936,5606728,2182550,"0"
"13230",4017749,2038354,1848969,1360696,1917847,1741978,1929213,1140722,"1"
"13231",2224716,1948445,2001073,2139705,4024901,3739939,3427885,2966101,"0"
"13232",1318716,981311,1748522,591618,804901,906841,721188,671552,"1"
"13233",2341579,3487979,1499800,1019625,2470312,1498234,5469430,2743752,"1"
"13234",12989132,7775313,9308486,9314411,4362201,8259273,3061313,6401638,"1"
"13235",1311500,683354,1022174,2776122,2051028,1631493,2167347,2139363,"0"
"13236",1118954,1718260,1188171,1088700,1571837,1082446,1712780,962409,"1"
"13237",2675849,1369729,2000097,822514,974064,1191710,1196365,2034235,"1"
"13238",1505936,1279787,2850795,1907140,1446766,1336232,1200734,759259,"1"
"13239",2186643,3012001,2872123,2095798,2959042,2510240,2257254,2009975,"0"
"13240",1168159,1569202,1407226,1207987,1349600,1580187,1753096,1101602,"0"
"13241",1645509,1712865,1924277,1291426,2503784,1146993,2203560,1613822,"1"
"13242",1378578,1570198,2411401,1728757,2195601,2529288,3088867,3566891,"0"
"13243",818001,1332284,894786,876433,1351874,990262,1204081,1294222,"0"
"13244",635247,621576,1026199,639998,761775,762449,969015,735304,"0"
"13245",1023775,1390792,270062,225347,501319,426645,1178738,660359,"1"
"13246",6439529,9599746,1941455,3727616,6486574,2706687,2051541,1421640,"1"
"13247",2481568,1705530,8361811,6490504,3590202,6918145,5942795,3176680,"0"
"13248",930323,1126678,1777126,1536440,2352423,2964391,2184478,2480947,"0"
"13249",1620357,841880,1494739,889255,1243521,1837335,2698784,1161060,"0"
"13250",6416794,12626452,5071912,12576487,36758161,7553772,7295596,17712567,"0"
"13251",8922482,15085972,2260554,4036834,2610500,4861151,4342145,4166939,"1"
"13252",3903882,3268731,3238810,8859114,3616296,3888239,3674387,2937463,"1"
"13253",1027251,921316,1662464,1169091,1070172,756185,1035035,934954,"1"
"13254",533853,250682,873717,375566,385093,382451,630052,717924,"1"
"13255",1405249,1105148,1213272,729819,1040424,1105569,386596,1219577,"1"
"13256",2281067,3558361,3022486,4615596,3746862,7283021,5741527,3792288,"0"
"13257",978488,963272,1166513,832569,1265558,1492461,1908832,873587,"0"
"13258",2480256,2356343,2261888,2024731,1982634,1899706,1595852,2518333,"1"
"13259",3159556,3100036,4505195,3061492,3789293,3890953,1882206,1109970,"0"
"13260",2108954,1508526,1758249,1688933,1169871,2134205,1979801,1435198,"0"
"13261",3325771,3513376,3128872,2423069,3485114,2312655,3171430,3132205,"1"
"13262",1378627,1428327,1180125,1111836,1046948,1482295,1477662,1468494,"0"
"13263",399729,426078,409083,253824,339711,270302,402024,156160,"1"
"13264",1555293,1511657,1654017,1726422,2130624,1857713,2567463,1282315,"0"
"13265",116238,287836,46711,121194,948123,1195370,1143795,767461,"0"
"13266",2868618,1456714,2532030,1358787,2084068,1752207,2131802,1417343,"1"
"13267",4009215,3260036,597527,2125064,2629187,1421011,2953719,1837059,"1"
"13268",446690,899356,1102148,852594,1304522,1280472,1946413,1443626,"0"
"13269",1157616,1757388,1785914,1928475,1951769,2147981,1905863,1937376,"0"
"13270",15131834,34594609,17432412,27471701,14361005,7887928,11326773,8302150,"1"
"13271",5970485,13273280,24283414,16230128,10279434,5392097,4572715,4049686,"1"
"13272",969081,1460774,2367711,1419434,3021478,1754567,2371756,1128598,"0"
"13273",1340690,1405221,1206024,1125443,912463,1328255,1034970,1331768,"1"
"13274",546460,774827,778027,846932,843759,840638,1139965,712360,"0"
"13275",519676,665073,1282375,1034812,698756,774185,1001720,1524171,"0"
"13276",518146,1856358,2637060,2130087,2765338,2717669,3718163,2428579,"0"
"13277",1407569,1228170,1728187,2982365,1181746,594210,1642364,1073602,"1"
"13278",1562641,1019313,1245628,740071,1074640,1997792,1014988,698115,"0"
"13279",895419,862173,1139394,843118,1153501,916908,1230337,1494351,"0"
"13280",15524336,7889431,9602918,5832128,14863479,4022814,4270591,4986406,"1"
"13281",3467571,4660236,6672502,5716165,2814979,1218787,2155444,1815071,"1"
"13282",429201,112984,546289,1111881,942895,1324221,1331541,740032,"0"
"13283",1226275,1252621,1671658,3045569,1224838,1274301,1713951,1137858,"0"
"13284",5149972,6986331,6025178,7138149,8528766,4113744,5074113,13383903,"1"
"13285",1252881,1345997,1238411,773062,1081166,1267564,1143644,1267445,"0"
"13286",1222772,1762092,1608071,1499117,1350681,2350191,1773597,2034435,"0"
"13287",2386640,1719896,5594910,2283224,3238049,2462951,3731793,5545841,"0"
"13288",2039129,1229090,1375330,723839,974725,1970340,836345,718056,"1"
"13289",3029223,1899862,2578427,1512324,1449240,1411383,1875774,1152073,"1"
"13290",2897458,1177905,1720998,1508901,1965563,1462179,1981815,1494861,"1"
"13291",10610634,7973723,12998896,10177558,7503511,5570238,5692139,5421264,"1"
"13292",2727270,1885463,2112904,2167642,2551651,5866145,2545270,3173809,"0"
"13293",1420719,1247953,2060045,1426392,2193342,2262427,2328777,992962,"0"
"13294",609075,896026,977420,1464656,2282853,2909911,3429333,2137811,"0"
"13295",2690635,2542572,2549562,2230848,2312794,1969015,1507756,2056071,"1"
"13296",28159212,18835044,13543440,31384176,23463303,12867301,67340644,33822183,"1"
"13297",287305,274136,385275,336413,248890,322093,501445,138646,"0"
"13298",1981478,2545409,1563998,2221322,2326219,1936631,1517049,2256539,"1"
"13299",959647,805341,980527,1276456,723717,539476,704898,302039,"1"
"13300",6229328,4695394,5943293,3482005,4243411,2050556,8318332,8469936,"1"
"13301",13846378,4457384,4087016,5056649,6849581,13246850,12633288,6831638,"1"
"13302",2023955,3997716,1929122,2661196,1448334,1794529,2953217,1423658,"1"
"13303",19380315,6668571,12847314,8776881,14823318,10939847,12089551,19031541,"1"
"13304",2613166,3072121,2819757,1644856,1033792,1559445,1200473,1360704,"1"
"13305",4730805,4003265,5333669,2317484,3606561,4107780,7322816,4185084,"1"
"13306",14523548,6814908,8716973,13200217,7246350,10699886,4412249,5290200,"1"
"13307",2041107,1628147,2704841,1801947,2993397,2058241,2768043,1705279,"0"
"13308",1147165,554437,1036799,1049070,2512906,2612963,2930057,1773947,"0"
"13310",4210471,8064513,6614711,10967635,6349302,10015870,13955372,9663747,"0"
"13311",104586,230755,225952,244180,217269,210869,193913,225298,"0"
"13312",3642322,4140263,7937720,5220214,4543300,6339525,6596879,4268970,"0"
"13313",2296888,2086142,1532018,1071009,1172626,1531874,1071656,1308356,"1"
"13314",15307059,8583488,11899503,5427652,12701247,14236236,7738061,10081445,"1"
"12403",6247869,5686167,3745311,8361154,1712372,578685,224588,2493950,"1"
"12404",1586988,1150769,1581954,1161240,1465774,1328488,1851166,1202305,"1"
"12405",1052579,1343941,1630788,1473225,1462500,1820526,1665026,1266638,"0"
"12406",3958876,3150412,6596223,4764136,6512935,6350492,15405074,10946093,"0"
"12407",1678011,3481072,5278124,7145072,2232248,2826931,2593643,1184667,"0"
"12408",2083538,1018546,1290887,1576149,1397392,1157074,1768492,948748,"1"
"12409",770171,1758375,1697273,897702,1570457,1554646,1229757,446309,"0"
"12410",2205174,3438371,3548490,3163291,5259861,1313254,557441,360590,"1"
"12411",2056760,1694648,3117844,1791533,3323819,2605779,2637463,1702255,"0"
"12412",487343,528947,850850,832269,1148741,1289686,1020441,766585,"0"
"12413",2029533,960865,1493081,1357446,1281545,1421494,1256958,605690,"1"
"12414",3077081,1219751,2126631,1366618,1390271,1468258,1613290,1011877,"1"
"12415",568803,556355,855379,2377159,4621967,5338477,2289168,3369046,"0"
"12416",1307027,2284212,1265506,1064599,1805985,1041944,1638426,1272172,"1"
"12417",1159459,564194,917857,869214,1099046,1067214,965167,844962,"1"
"12418",1167555,1275899,1490857,1398182,1550169,1965680,2791280,2040158,"0"
"12419",3465938,3435954,3671028,4635423,2746582,4073204,6228961,2620516,"0"
"12420",1671030,1463525,1518005,1310398,1954873,1618400,1582863,1459952,"1"
"12421",2109932,1553186,1364058,1353224,1268040,1203511,1088410,1592596,"1"
"12422",3078893,2920158,2501626,1165797,2394696,3280917,2629883,2633697,"0"
"12423",1981915,2366836,2475979,1856099,2445346,2308782,3567370,3917865,"0"
"12424",2261986,2108729,2377489,1616556,2754833,1529711,346359,609181,"1"
"12425",1044995,1832961,1938231,1585086,2168372,2861854,2708851,2323419,"0"
"12426",9131148,3010263,12357028,3881805,1714588,2108767,1610133,1098527,"1"
"12427",1708814,2008263,4349626,2372323,1178094,328794,300225,148091,"1"
"12428",2020122,1077605,1793250,1382249,1783449,1454823,1261298,1280331,"1"
"12429",846476,901983,1142331,1184849,1569194,723887,1027409,510889,"1"
"12430",2127940,1849631,2774454,2768719,2166663,2294294,1800499,1878278,"0"
"12431",1819642,2644120,2655758,6567904,1717891,2707826,2742953,934387,"0"
"12432",5000824,5806390,7724906,2662880,2832917,3403674,4147980,12773373,"1"
"12433",3267873,2234030,1293437,866633,1421122,2869907,3319056,1530042,"1"
"12434",11357256,19986305,31410915,18940483,18624437,13264767,10024096,16723282,"0"
"12435",1666176,1276310,1069700,1373244,1050749,985560,1153308,944920,"1"
"12436",2405302,1902948,1200486,1559384,2392379,2257431,2405890,2234578,"1"
"12437",8695215,8190922,18331848,9055152,13791866,10314641,12048774,8369318,"0"
"12438",1459655,1166689,1228728,548900,1437628,1598296,1462442,1031083,"0"
"12439",1896373,1411706,1764838,536921,984699,603792,772665,557144,"1"
"12440",1601120,2582415,1775253,1206901,1347805,2293717,2153637,1727990,"0"
"12441",3339855,2906580,2094000,1727553,3622225,4500110,4125960,2316413,"0"
"12442",8483919,3558504,8234819,10629040,12011577,13451056,3773569,9283141,"0"
"12443",17232569,16398123,6849745,20197595,28812454,11237447,15387361,13281446,"1"
"12444",2912182,2293483,1498755,1271699,1338748,4274339,423858,89862,"0"
"12445",1472693,2013300,1379971,1456799,1216074,1174763,768884,1015806,"1"
"12446",17707201,5856249,3943774,11911248,20160050,4936321,4534097,24684752,"1"
"12447",1593281,1708591,1802015,1472540,1532148,1371126,2106922,1474250,"1"
"12448",1443998,1547690,4612249,6330179,1481039,5478437,46043166,3703599,"0"
"12449",3706531,2722645,2836404,2550139,2968996,5182348,4083658,4250320,"0"
"12450",178345,267730,190067,217996,180144,256341,398606,369498,"0"
"12451",3735031,3383262,2821741,4978776,14755358,27636588,37279827,34371864,"0"
"12452",1293712,1911845,1397920,2330934,1373548,1774390,1615785,1393113,"0"
"12453",3797603,508621,3245913,2360697,3087865,2632537,4068191,2839295,"1"
"12454",5923991,11281494,28219455,29253757,23153970,23711433,15124998,17382971,"0"
"12456",315172,479086,593689,304666,348082,523505,625703,483631,"0"
"12457",5436291,8278051,6967578,6875467,5680992,6911312,15011650,7726776,"0"
"12458",11205955,10286481,5922329,16197645,3698823,69128831,23233926,8460989,"0"
"12459",549576,575660,11804626,4401993,2720467,4648235,4857559,7699201,"0"
"12460",6216165,5018460,7999849,5627332,5961720,7593277,8645063,6899965,"0"
"12461",1074459,1262272,1933122,1137878,2739669,1503181,2433879,4345613,"0"
"12462",1116774,2070097,1398928,2915578,1519938,1926330,2341191,1965794,"0"
"12463",1704664,1038341,1449006,1323574,1531054,1667402,1587692,1595638,"1"
"12464",2325166,1916849,2277402,2475257,1901817,1636825,3138318,2842012,"1"
"12465",3395527,4481792,3519942,1428610,7857823,8131693,2468149,905228,"0"
"12466",764866,1068790,1027787,669991,573922,803117,924094,1217467,"0"
"12467",1488818,1107878,1993155,851298,1896878,1281554,1502413,1580164,"1"
"12468",1114959,762375,1015803,1902331,1340933,2232159,1986428,1285191,"0"
"12469",1181586,1072067,1411666,819674,1488345,921624,697571,625425,"1"
"12470",5682306,5373688,8516366,5790763,5660562,4298931,4948535,2755076,"1"
"12471",386972,791607,863191,2006930,1756975,2166686,1766688,2248492,"0"
"12472",966973,1530271,1495410,1355664,1824804,1062209,1272049,1069698,"0"
"12473",2307041,1998643,2014553,7596160,2620860,4209929,2607775,5856489,"0"
"12474",1311173,2028892,3125376,1813348,1400474,2410108,2067112,1588193,"0"
"12475",1150604,1083802,954960,1428946,1805104,2503512,2270866,1550542,"0"
"12476",3964248,2007002,1969649,1708779,2849833,1887227,2492721,2134185,"1"
"12477",1781960,1918168,2255778,1608801,1908759,2649994,2002922,2569873,"0"
"12478",1743241,995177,1093133,453514,526656,362174,425458,192034,"1"
"12479",190368,1173189,2977108,7920421,18524357,315446,29854,1319336,"0"
"12480",4431156,9761437,3187860,6828080,31908787,8416876,6622879,22616023,"0"
"12481",865272,842209,1024910,1004070,1022236,1308011,1460228,962996,"0"
"12482",2545893,2630561,6222966,4137489,3882507,2452073,1694425,3473962,"1"
"12483",1927084,3056107,3022987,1933954,2727464,3003402,2038065,873043,"0"
"12484",2461128,2047543,2666136,1869969,2629654,2301297,2164382,1374079,"1"
"12485",1986862,2661810,4607251,2596653,2405708,3443756,2112475,1392845,"0"
"12486",2494605,2246754,2368405,1586730,1987472,1409449,2937902,1559216,"1"
"12487",2696826,1905554,2120702,1341605,2329988,4249288,24243039,6459325,"0"
"12488",2492867,1101378,1245918,792585,3748503,2362946,913515,669845,"1"
"12490",947512,608393,648945,799463,915966,1070026,1119293,1143748,"0"
"12491",1395726,2702591,3547591,2407881,2420425,2629339,2713761,2112205,"0"
"12492",1391221,1966455,1234752,719471,1137773,1205968,1770054,1357297,"1"
"12494",4634180,5491908,4788439,4581690,2999509,2922114,1660214,3390886,"1"
"12495",894084,747070,1034473,892571,1121175,842834,1477615,988885,"1"
"12496",2642525,1995906,5272969,1912473,1736738,2483765,3409803,1306569,"1"
"12497",366511,201936,277204,3148699,9947714,10296241,6579931,17903375,"0"
"12498",625621,1074143,1044905,699464,604792,848809,1080716,756390,"0"
"12499",906868,1006917,782167,912455,1222217,907315,1604404,485925,"0"
"12500",1881392,1690897,4598034,1066648,1931155,811645,1653902,2702191,"1"
"12501",16994715,13618952,20637180,28661133,15450998,5289654,2449052,409678,"1"
"12502",1919706,1314892,616848,1275865,6244131,2195488,992403,2090709,"0"
"12503",483038,627524,727131,650843,525982,735270,674446,1471921,"0"
"12504",3478832,4674077,3782598,1810883,985139,2104096,1207853,1098751,"1"
"12505",401710,2383008,5541046,4776076,2014740,1467047,2618121,1848073,"0"
"12506",473489,610396,301524,710958,2496173,2606947,2528042,1651778,"0"
"12507",8977482,5208444,4967961,2815031,4430653,4725834,5583443,4924980,"1"
"12508",819154,1162541,586264,802403,1549656,1544237,1908609,5109869,"0"
"12509",656586,1224785,1443992,978368,1419724,1895409,1856761,1485909,"0"
"12510",3606594,2514098,3200436,1349372,1815965,2146922,1763695,2128691,"1"
"12511",15589272,3199335,5907184,5212618,5393449,4689886,5524377,4468500,"1"
"12512",1313697,1009587,2266215,1525749,2366070,1342195,2177151,1395947,"0"
"12513",1405097,1315705,1239233,1014218,1270356,998789,1087521,1223051,"1"
"12514",1142503,1404463,1939907,1303412,1134190,1244705,1377784,929810,"0"
"12515",10220443,13454869,9111688,7934883,16115484,10547481,13381569,14263058,"0"
"12516",3792464,829681,10504455,1709902,7417022,781164,593954,470422,"1"
"12517",1311152,751986,743437,592710,633444,571347,411051,721857,"1"
"12518",3230107,2483678,2961384,3198295,2276311,2359967,2952300,2638458,"1"
"12519",3091752,3246899,3911529,2329390,2615620,2585940,4118842,3224660,"1"
"12520",1131643,2873509,3512638,2822229,2684773,4385485,2980323,4201859,"0"
"12521",1723313,1495492,1083301,1562361,3934530,3434900,1654459,1666514,"0"
"12522",7355239,4264758,8337037,4863574,9800250,12177174,16250854,11700725,"0"
"12523",5298299,5144211,5769398,6420264,4984341,2448333,6208725,4387519,"1"
"12524",475180,2351362,1022700,1208377,1001217,1469887,1544678,889181,"0"
"12525",1989530,1781287,1899605,1532766,2378011,1057246,1361888,2083955,"1"
"12526",929817,982845,958306,735256,1149339,914408,1064337,740778,"1"
"12527",1755296,3645699,1898932,2174760,1753750,2067055,6209503,2931567,"0"
"12528",1215303,1220412,1318792,1336938,1448290,1622782,2112023,958225,"0"
"12529",1500215,996136,847179,858200,1253260,1166441,1707916,1404790,"1"
"12530",562450,392446,383677,1121496,560252,55548,312835,92543,"1"
"12531",1811601,1668328,1232573,798375,1073164,1308172,1774662,1346686,"1"
"12532",1405857,2209667,1485116,959865,1769777,1627803,1089316,860958,"0"
"12533",2318638,1970365,2339874,1984444,2784032,3478660,2913878,2802912,"0"
"12534",9114538,3371816,7319989,3637188,3447323,2972042,9789450,14770252,"1"
"12535",1211752,1530600,1997106,970859,1515238,1418910,1821459,1630056,"0"
"12536",1013774,1069198,1434640,975849,2034682,1804895,1221923,1535623,"0"
"12537",5810465,8442791,4131063,10778737,3527252,9598188,3413210,2012466,"0"
"12538",8942000,7811040,1722976,3650740,2848161,2652365,1723698,3008507,"1"
"12539",1213061,1420555,1422575,919006,970445,1638372,1215559,631038,"0"
"12540",2229866,1032975,1491191,1411844,1181748,1253784,1584078,742695,"1"
"12541",1186251,1507889,1332156,1304068,1032608,2106180,1766629,1015378,"0"
"12542",7137552,7770273,10495068,8722030,7857889,8772564,19343637,9129189,"0"
"12543",1523143,3191520,2235501,3133807,1918488,140266,337332,123002,"1"
"12544",635284,1066491,1293114,1034268,1315743,1702778,1354418,1671965,"0"
"12545",535119,585533,570881,750101,472497,632605,464558,397120,"0"
"12546",1395902,1371880,636922,338286,1473947,520620,1673851,542724,"1"
"12547",1034465,2436565,1013267,660379,565986,910289,1073061,448709,"1"
"12548",3053124,2360341,2322906,1387309,1470773,1950469,2709011,2014236,"1"
"12549",2991069,1697132,2543732,1474749,7944497,2759077,2062235,502336,"1"
"12550",3821561,3219414,1749032,2338607,2491924,382860,598938,3255808,"1"
"12551",24523387,15971928,32491515,18938625,6377283,6150608,8622972,670471,"1"
"12552",1682354,621905,1379050,885076,1149897,1339048,3375976,1958853,"1"
"12553",1557193,879264,1548398,1096116,2118587,2449836,2095128,1871453,"0"
"12554",2403614,2045316,2527001,2769947,3104661,3130966,1847012,1804386,"0"
"12555",2209429,2503988,2772791,2214429,2047008,2462744,2182954,1624711,"0"
"12556",1657959,1754201,2155685,1773885,1610821,1429750,3403618,1288820,"1"
"12557",5600302,5704542,6767234,16850377,13022408,10177560,28793953,53695072,"0"
"12558",479359,571715,922120,521221,316567,589633,302760,605394,"0"
"12559",2570360,2668086,3311084,1973773,3525401,1669768,2516659,1717497,"1"
"12560",1364506,460405,1196365,1404457,1637696,637484,1351340,2869078,"1"
"12561",1740281,1002459,2408965,1375862,1321280,1144017,1930558,1255716,"1"
"12562",562200,393805,522456,1540745,4462994,3385362,2721422,2023474,"0"
"12563",2168821,1344736,1737966,1225497,1852843,1604259,1850175,1511461,"1"
"12564",6623054,11596191,10726031,8693371,10936337,14423445,14409351,12550235,"0"
"12565",4962961,6477246,5903999,6666378,6554729,10819776,5230068,21330591,"0"
"12566",2205743,2087746,3469815,4030662,1748655,1941620,2610493,5191856,"1"
"12567",1880822,3002287,3522181,1991903,904497,2282839,2558524,2435420,"0"
"12568",2005923,1750483,3038928,1829951,1895425,2075378,3392896,1172838,"0"
"12569",567119,957863,961589,953894,993220,635857,390947,453330,"0"
"12570",734033,813903,698740,355207,508935,558193,694221,501056,"1"
"12571",2006916,907102,1821764,1490493,1437384,1998291,1147521,1688558,"1"
"12572",11347950,16924618,7229928,6367570,4305914,9804042,6258726,5747314,"1"
"12573",1511353,1948421,1891973,1889626,1692372,1525952,2435527,1501417,"0"
"12574",141868,950508,19134204,8251112,4848215,4303988,3466777,2864393,"0"
"12575",516072,1640677,2796534,1287223,1626962,1268896,1799489,947111,"0"
"12576",1281518,1044901,1227631,1141403,1389412,1347471,1318157,799353,"0"
"12577",2810143,2178024,3181947,1786192,3045710,1121705,2336883,1645952,"1"
"12578",4550368,8227114,8791370,18929391,9090637,6144998,4754829,7060278,"0"
"12579",2418851,4069497,2342571,1861679,2220758,3166273,3637240,2312459,"0"
"12580",1066617,1331927,1465608,729903,1125264,1608220,1272614,962775,"0"
"12581",1481148,1779138,2414767,1129092,2003817,1288017,1858000,1603260,"1"
"12582",1246925,1212689,1096464,890196,1222605,1447936,1443564,873415,"0"
"12583",782407,2790341,20320944,3541427,8679533,5935212,10918913,12325484,"0"
"12584",2642945,595802,1753243,2390477,3840151,3145310,2278650,747404,"0"
"12585",654789,1380674,902540,956028,860018,1007856,1986832,1280294,"0"
"12586",2583972,2059371,1236284,1640862,3759605,1277356,1619187,1865526,"1"
"12587",937715,1001130,858964,2237220,3171749,1010382,1248273,799611,"0"
"12588",1371641,1290570,1120839,1360630,1289225,1555389,1947678,1189017,"0"
"12589",540059,932611,1321092,1249783,1510851,1113564,1179315,763165,"0"
"12590",10824460,5956880,15727920,10125038,6675931,9614472,11367845,6151357,"1"
"12591",3078758,807422,1101951,1251321,1130781,1035575,663966,1229736,"1"
"12592",921210,3463758,1501533,978556,1289037,1383650,1188150,1011744,"0"
"12593",3944326,3702227,7734572,3076345,5139092,3806932,7191247,3525791,"1"
"12594",1281077,1921036,4659098,2221828,7673104,3934885,4560933,2893605,"0"
"12595",19068,4571157,2387047,1786307,2824350,1889894,2374171,2855495,"0"
"12596",1911783,2073917,1462503,1157804,1196140,1579499,2037766,2058547,"1"
"12597",4883005,6469482,3577803,3144542,6094997,3587326,7914785,3419809,"1"
"12599",1762133,1512703,1719114,2268724,2072847,2190026,2468283,2287063,"0"
"12600",2937989,2092769,2357858,540216,751751,260061,296325,145772,"1"
"12601",10208255,785873,3448366,8005569,4161458,11416153,17572879,4983842,"0"
"12602",1521700,2594854,3944206,1746861,2497215,3497300,6627231,4837225,"0"
"12603",1561138,1919156,1923960,692001,878015,985971,649014,489726,"1"
"12604",1676591,1324836,1569187,1472810,1415976,1175907,701380,795658,"1"
"12605",2495850,1477137,1947071,1137697,1511816,1323851,2132892,1514338,"1"
"12606",854071,1232234,1399837,3416310,2500388,1914627,6304118,9199807,"0"
"12607",1622886,1801855,1495940,1403298,1696904,2031540,1622904,1753253,"0"
"12608",4734682,3373062,5716877,2476415,4972436,2766458,2998790,2755727,"1"
"12609",5698631,3160938,6400046,5764780,3166832,4060015,6391376,26188459,"1"
"12610",295598,4172927,6450392,2935764,11488764,5341809,1866808,1870156,"0"
"12611",1496592,829864,1270725,1044569,1628279,1687364,2457777,1400377,"0"
"12612",800748,1163926,1270965,1261464,1446762,1690139,1652952,512005,"0"
"12613",5547086,11483583,4606815,9617834,3156656,12339024,759053,6249320,"0"
"12614",885695,881084,1010124,1363346,544164,769237,348729,644454,"1"
"12615",3697929,4967857,2422444,6558312,2866031,4657301,4828220,4269534,"0"
"12616",2070202,1580352,1894217,1330934,2385245,1929045,2173514,1622406,"1"
"12617",1918370,1035397,1355620,1030342,1947673,1145653,1451033,1070172,"1"
"12618",549893,1490541,1258332,1270654,1138676,1331322,1676646,1237205,"0"
"12619",2585653,1910123,2210622,744051,669539,928448,1518347,983410,"1"
"12620",286586,1047279,2491167,1179296,1670322,2908282,3943196,2284212,"0"
"12621",8381950,5555277,8540471,10618604,19317492,36396364,6922971,12036559,"0"
"12622",703461,706250,1167701,1322060,1087163,713319,715047,184265,"0"
"12623",1523196,1714480,2040349,1599372,3625816,1818875,2215892,1743142,"0"
"12624",1867936,1541707,2103640,1370666,1620740,2502352,2121701,2318617,"0"
"12625",9833886,28940964,2778097,5972317,8817913,17625338,10622473,17866218,"0"
"12626",786920,979485,706557,1046610,730733,855554,942663,575880,"0"
"12628",9072122,6571286,8919761,5823535,1723121,5596790,6325664,8844846,"1"
"12629",2563448,1858341,4075953,1380839,2151635,1698023,1569454,721894,"1"
"12630",9678286,7271424,8308413,16611485,6489487,8671599,4909214,11018269,"1"
"12631",3138848,3211051,3222075,4186209,3290487,3975297,2934967,2412557,"0"
"16937",2217219,1735944,1986903,2492274,4044737,3549564,10529934,2217417,"0"
"16938",1330571,1483731,1224369,1161615,1687283,833677,1137033,1833149,"1"
"16939",990218,2048452,1778924,1854293,2327690,1686537,1211419,768984,"0"
"16940",2666910,7474055,1565394,4665864,3078017,6435826,4420017,2922182,"0"
"16941",90560,78996,1290792,1076264,1435056,1804145,1905820,1612378,"0"
"16942",1400592,1257433,1665829,1405494,1647386,2321738,2054195,1075696,"0"
"16943",10296765,1627608,5750909,1757462,2050527,1685371,1628415,1402182,"1"
"16944",1328372,585173,999912,2081328,1235601,1304898,1509868,1192701,"1"
"16945",1299174,878755,1026744,728296,918928,783905,753063,514316,"1"
"16946",1656076,1766069,1430458,943915,1666069,1539075,1507318,913953,"1"
"16947",1887626,1001651,1170827,998370,947213,1790669,1914190,1242346,"1"
"16948",7086553,1259707,9292791,4622543,6158416,10905036,6458542,11520732,"0"
"16949",1825478,2776653,4423350,2392448,2434284,4284684,3990713,2890646,"0"
